CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)",Molecular_Weight (amu)
CM-2268212,JAK1 EC50(uM),0.0339,55.21,1.98,1.9794,1,5,3.0,0.57895,Class C,14.6,58.0,,,2.5,376.38
CM-2231531,JAK1 EC50(uM),0.00457,69.77,3.428,3.4091,1,5,4.0,0.31818,Class C,24.5,15.0,,,13.8,355.44
CM-2268619,JAK1 EC50(uM),0.144,55.21,1.836,1.8363,1,5,3.0,0.6,Class C,8.59,31.0,,,2.5,388.39
CM-2241312,JAK1 EC50(uM),1.34,69.77,3.138,3.1363,1,5,3.0,0.4375,Class C,35.0,15.0,,,,437.13
CM-2112258,JAK1 EC50(uM),0.163,55.21,1.223,1.2219,1,5,3.0,0.44444,Class C,38.8,,,,13.7,306.36
CM-2256888,JAK1 EC50(uM),0.0352,49.22,1.055,1.0396,1,5,3.0,0.52941,Class C,59.0,518.0,,,10.3,329.35
CM-2256631,JAK1 EC50(uM),0.0424,55.21,1.995,1.9943,1,5,3.0,0.52941,Class C,52.1,119.0,,,27.7,352.35
CM-2256630,JAK1 EC50(uM),0.0108,55.21,1.995,1.9943,1,5,3.0,0.52941,Class C,49.0,216.0,,,19.6,352.35
CM-2254967,JAK1 EC50(uM),0.343,49.22,0.736,0.7306,1,5,3.0,0.42857,Class C,50.3,584.0,,,9.39,271.29
CM-2254613,JAK1 EC50(uM),0.0265,55.21,1.995,1.9943,1,5,3.0,0.52941,Class C,38.6,,,,16.2,352.35
CM-2253851,JAK1 EC50(uM),0.19,55.21,1.791,1.7906,1,5,3.0,0.6,Class C,32.6,30.0,,,27.9,372.41
CM-2252044,JAK1 EC50(uM),0.0598,55.21,1.808,1.807,1,5,3.0,0.52941,Class C,50.3,170.0,,,26.2,334.36
CM-2251669,JAK1 EC50(uM),0.0265,45.98,2.444,2.4429,1,4,3.0,0.375,Class C,21.9,20.0,,,39.3,302.32
CM-2251664,JAK1 EC50(uM),0.071,45.98,2.569,2.5678,1,4,3.0,0.5,Class C,9.0,10.0,,,107.0,268.36
CM-2251659,JAK1 EC50(uM),0.0329,45.98,2.023,2.0222,1,4,3.0,0.5,Class C,46.1,111.0,,,39.2,286.35
CM-2251294,JAK1 EC50(uM),3.0,71.84,1.383,1.3278,1,6,2.0,0.58824,Class C,39.3,,,,9.71,308.38
CM-2251290,JAK1 EC50(uM),0.072,49.22,1.257,0.5002,1,5,3.0,0.57895,Class C,,105.0,,,60.6,339.41
CM-2249189,JAK1 EC50(uM),0.36,58.45,1.53,1.4438,1,6,3.0,0.55556,Class C,47.8,87.0,,,8.83,379.38
CM-2249188,JAK1 EC50(uM),0.445,58.45,1.53,1.4438,1,6,3.0,0.55556,Class C,44.4,104.0,,,9.2,379.38
CM-2249187,JAK1 EC50(uM),0.188,58.45,0.897,0.6449,1,6,3.0,0.55556,Class C,51.7,128.0,,,14.8,361.39
CM-2249186,JAK1 EC50(uM),3.0,58.45,0.897,0.6449,1,6,3.0,0.55556,Class C,52.8,50.0,,,15.7,361.39
CM-2229598,JAK1 EC50(uM),0.00835,75.08,-0.09,-0.09,2,6,3.0,0.47059,Class C,43.2,287.0,,,4.87,343.33
CM-2152701,JAK1 EC50(uM),0.0121,58.45,0.8,,1,6,3.0,0.57895,Class C,32.0,532.0,,,12.9,357.43
CM-2229856,JAK1 EC50(uM),0.0768,49.22,2.535,-0.2337,1,5,3.0,0.61905,Class C,38.4,303.0,,,,349.47
CM-2157853,JAK1 EC50(uM),3.0,48.05,4.162,3.1959,1,5,3.0,0.45455,Class C,,,,,,397.46
CM-2157852,JAK1 EC50(uM),0.318,48.05,4.162,3.1959,1,5,3.0,0.45455,Class C,,,,,,397.46
CM-2157518,JAK1 EC50(uM),0.478,48.05,4.019,2.2636,1,5,3.0,0.45455,Class C,,,,,,379.47
CM-2157519,JAK1 EC50(uM),0.0989,48.05,4.019,2.2636,1,5,3.0,0.45455,Class C,,,,,,379.47
CM-2246155,JAK1 EC50(uM),3.0,49.22,2.011,0.4198,1,5,3.0,0.61905,Class C,27.4,609.0,,,14.2,385.45
CM-2267364,JAK1 EC50(uM),0.0529,55.21,1.222,1.2214,1,5,3.0,0.55556,Class C,32.2,5.0,,,20.5,344.36
CM-2275371,JAK1 EC50(uM),3.0,64.44,1.831,1.8309,1,6,3.0,0.61905,Class C,,500.0,,,9.32,402.44
CM-2265587,JAK1 EC50(uM),0.0418,58.87,1.787,1.7866,1,5,3.0,0.61111,Class C,33.4,74.0,,,41.1,343.37
CM-2258546,JAK1 EC50(uM),0.998,58.01,0.708,-2.4478,2,5,3.0,0.5,Class C,,270.0,,,2.5,281.36
CM-2258767,JAK1 EC50(uM),0.067,66.21,0.891,0.89,2,5,3.0,0.41176,Class C,50.8,576.0,,,10.8,294.35
CM-2257002,JAK1 EC50(uM),0.0368,55.21,1.817,1.8158,1,5,3.0,0.52941,Class C,49.0,130.0,,,4.2,332.35
CM-2255955,JAK1 EC50(uM),0.0356,55.21,1.712,1.711,1,5,3.0,0.6,Class C,24.5,39.0,,,31.6,372.41
CM-2255953,JAK1 EC50(uM),0.00898,55.21,1.712,1.711,1,5,3.0,0.6,Class C,24.0,39.0,,,21.0,372.41
CM-2255174,JAK1 EC50(uM),0.0505,58.87,2.279,2.2792,1,5,3.0,0.61111,Class C,39.3,6.0,,,14.1,345.39
CM-2255173,JAK1 EC50(uM),0.0273,58.87,2.279,2.2792,1,5,3.0,0.61111,Class C,30.1,23.0,,,11.6,345.39
CM-2252965,JAK1 EC50(uM),0.0143,55.21,1.828,1.8276,1,5,3.0,0.55556,Class C,44.9,49.0,,,102.0,344.36
CM-2252963,JAK1 EC50(uM),0.0593,55.21,1.828,1.8276,1,5,3.0,0.55556,Class C,47.8,,,,24.4,344.36
CM-2254908,JAK1 EC50(uM),0.713,58.87,1.039,1.0395,1,5,3.0,0.53333,Class C,60.6,290.0,,,6.84,303.31
CM-2254835,JAK1 EC50(uM),0.289,64.44,0.624,0.6233,1,6,3.0,0.55556,Class C,52.1,596.0,,,12.1,362.37
CM-2254816,JAK1 EC50(uM),3.0,64.44,0.624,0.6233,1,6,3.0,0.55556,Class C,57.8,365.0,,,15.5,362.37
CM-2252617,JAK1 EC50(uM),0.166,58.87,2.595,2.5949,1,5,3.0,0.65,Class C,11.7,,,,14.6,371.43
CM-2251853,JAK1 EC50(uM),0.522,55.21,0.995,0.9939,1,5,3.0,0.5,Class C,60.9,,,,24.3,282.34
CM-2251531,JAK1 EC50(uM),0.0142,55.21,1.712,1.711,1,5,3.0,0.6,Class C,19.7,2.0,,,23.4,372.41
CM-2267362,JAK1 EC50(uM),0.0581,55.21,1.222,1.2214,1,5,3.0,0.55556,Class C,38.9,6.0,,,23.7,344.36
CM-2251695,JAK1 EC50(uM),0.0929,58.87,0.595,0.5949,1,5,3.0,0.5,Class C,54.1,246.0,,,2.5,289.28
CM-2249455,JAK1 EC50(uM),0.0229,55.21,0.995,0.9939,1,5,3.0,0.5,Class C,57.8,612.0,,,22.1,282.34
CM-2248001,JAK1 EC50(uM),0.0491,58.87,1.386,1.3858,1,5,3.0,0.5,Class C,40.9,4.0,,,8.34,341.36
CM-2247992,JAK1 EC50(uM),0.0373,58.87,2.192,2.1923,1,5,3.0,0.63158,Class C,24.0,6.0,,,2.5,357.4
CM-2247270,JAK1 EC50(uM),0.0255,58.87,2.279,2.2792,1,5,3.0,0.61111,Class C,29.9,9.0,,,8.29,345.39
CM-2246477,JAK1 EC50(uM),,44.35,1.126,1.1253,0,5,3.0,0.57895,Class C,42.6,97.0,,,14.9,358.39
CM-2245918,JAK1 EC50(uM),0.0361,55.21,2.108,2.1073,1,5,3.0,0.52381,Class C,21.0,31.0,,,42.2,384.42
CM-2258548,JAK1 EC50(uM),0.446,58.01,0.708,-2.4478,2,5,3.0,0.5,Class C,,584.0,,,23.1,281.36
CM-2258547,JAK1 EC50(uM),0.421,58.01,0.708,-2.4478,2,5,3.0,0.5,Class C,,292.0,,,21.2,281.36
CM-2248923,JAK1 EC50(uM),0.0116,58.87,1.748,1.7477,1,5,3.0,0.61111,Class C,41.3,7.0,,,18.7,343.37
CM-2260165,JAK1 EC50(uM),0.0242,55.21,1.277,1.2769,1,5,3.0,0.55556,Class C,58.0,70.0,,,,344.36
CM-2258549,JAK1 EC50(uM),0.248,58.01,0.708,-2.4478,2,5,3.0,0.5,Class C,,486.0,,,18.2,281.36
CM-2263104,JAK1 EC50(uM),3.0,52.46,1.368,-0.3715,1,6,3.0,0.63636,Class C,,,,,,412.48
CM-2263103,JAK1 EC50(uM),3.0,52.46,1.556,-0.0605,1,6,3.0,0.6,Class C,,201.0,,,,404.43
CM-2263102,JAK1 EC50(uM),3.0,52.46,1.481,-1.1808,1,6,3.0,0.63636,Class C,3.03,139.0,,,51.4,376.5
CM-2265418,JAK1 EC50(uM),0.0304,55.21,1.98,1.9794,1,5,3.0,0.57895,Class C,15.2,3.0,,,4.45,376.38
CM-2263252,JAK1 EC50(uM),0.00723,55.21,1.222,1.2209,1,5,3.0,0.55556,Class C,13.6,280.0,,,18.4,344.36
CM-2263081,JAK1 EC50(uM),0.377,52.46,1.734,0.2417,1,6,3.0,0.6,Class C,32.6,32.0,,,157.0,404.43
CM-2263067,JAK1 EC50(uM),0.594,52.46,1.343,-0.3621,1,6,3.0,0.61905,Class C,13.7,619.0,,,10.2,400.47
CM-2263084,JAK1 EC50(uM),0.65,52.46,1.225,-0.9333,1,6,3.0,0.63636,Class C,6.52,547.0,,,14.5,412.48
CM-2263070,JAK1 EC50(uM),1.0,52.46,1.307,-0.7326,1,6,3.0,0.61905,Class C,16.4,605.0,,,14.1,382.48
CM-2263076,JAK1 EC50(uM),0.91,52.46,1.734,-0.6209,1,6,3.0,0.63636,Class C,,411.0,,,11.4,414.49
CM-2263071,JAK1 EC50(uM),0.614,52.46,1.331,-0.461,1,6,3.0,0.63636,Class C,8.7,195.0,,,16.0,412.48
CM-2263101,JAK1 EC50(uM),3.0,52.46,1.434,-0.6776,1,6,3.0,0.6,Class C,12.4,392.0,,,58.8,370.47
CM-2262069,JAK1 EC50(uM),0.0131,55.21,1.265,1.2639,1,5,3.0,0.44444,Class C,43.5,54.0,,,60.5,342.34
CM-2263064,JAK1 EC50(uM),0.954,61.69,1.082,-0.7869,1,7,3.0,0.63636,Class C,18.7,532.0,,,15.3,430.49
CM-2260166,JAK1 EC50(uM),0.0351,58.87,2.522,2.5224,1,5,3.0,0.5625,Class C,41.1,14.0,,,,337.34
CM-2260167,JAK1 EC50(uM),0.788,58.87,2.522,2.5224,1,5,3.0,0.5625,Class C,37.8,36.0,,,,337.34
CM-2259603,JAK1 EC50(uM),0.0242,58.87,2.126,2.1259,1,5,3.0,0.61111,Class C,36.2,8.0,,,,345.39
CM-2259594,JAK1 EC50(uM),0.0537,58.87,2.126,2.1259,1,5,3.0,0.61111,Class C,36.7,34.0,,,5.18,345.39
CM-2259589,JAK1 EC50(uM),0.269,58.87,2.595,2.5949,1,5,3.0,0.65,Class C,,,,,,371.43
CM-2259598,JAK1 EC50(uM),0.739,58.87,2.126,2.1259,1,5,3.0,0.61111,Class C,30.3,14.0,,,2.5,345.39
CM-2259602,JAK1 EC50(uM),,58.87,2.126,2.1259,1,5,3.0,0.61111,Class C,37.1,32.0,,,2.5,345.39
CM-2259586,JAK1 EC50(uM),,58.87,2.595,2.5949,1,5,3.0,0.65,Class C,,3.0,,,,371.43
CM-2259587,JAK1 EC50(uM),0.362,58.87,2.595,2.5949,1,5,3.0,0.65,Class C,9.2,13.0,,,,371.43
CM-2055445,JAK1 EC50(uM),0.0282,55.21,1.743,1.7426,1,5,3.0,0.41176,Class D,65.3,66.0,,,33.1,296.37
CM-2119477,JAK1 EC50(uM),0.0383,68.1,1.745,1.7448,1,6,3.0,0.52632,Class D,46.0,139.0,,,12.5,335.4
CM-2121430,JAK1 EC50(uM),0.168,55.73,2.346,2.3455,1,5,3.0,0.55556,Class D,26.3,70.0,,,2.5,310.39
CM-2061930,JAK1 EC50(uM),1.3,79.09,-0.231,-0.2307,2,6,3.0,0.46154,Class D,10.6,580.0,,,9.65,257.29
CM-2062522,JAK1 EC50(uM),0.038,63.05,1.346,1.3455,1,5,3.0,0.4375,Class D,,84.0,,,,282.34
CM-2068187,JAK1 EC50(uM),0.508,68.1,0.956,0.9556,1,6,3.0,0.47059,Class D,58.8,230.0,,,6.63,309.37
CM-2064342,JAK1 EC50(uM),0.36,79.09,0.214,0.2139,2,6,3.0,0.5,Class D,21.9,591.0,,,6.72,271.32
CM-2120415,JAK1 EC50(uM),0.933,66.72,0.11,0.1095,2,5,3.0,0.33333,Class D,7.62,544.0,,,2.5,228.25
CM-2033997,JAK1 EC50(uM),0.365,63.05,0.589,0.5572,1,5,3.0,0.35714,Class D,67.2,538.0,,,10.2,254.29
CM-1273561,JAK1 EC50(uM),0.405,79.09,0.214,0.2139,2,6,3.0,0.5,Class D,2.38,552.0,,,,271.32
CM-2055440,JAK1 EC50(uM),0.692,79.09,-0.231,-0.2307,2,6,3.0,0.46154,Class D,5.16,647.0,,,2.5,257.29
CM-2121986,JAK1 EC50(uM),0.129,55.73,1.694,1.6942,1,5,3.0,0.44444,Class D,30.0,37.0,,,2.5,306.36
CM-2018996,JAK1 EC50(uM),3.0,44.81,3.962,3.94,1,4,4.0,0.11111,Class D,,,,,,288.35
CM-2012655,JAK1 EC50(uM),3.0,30.71,3.327,3.3266,0,3,3.0,0.42857,Class D,65.7,537.0,,,21.8,257.35
CM-2071020,JAK1 EC50(uM),0.0302,55.21,1.853,1.8522,1,5,3.0,0.52941,Class D,42.4,275.0,,,37.0,298.38
CM-2121982,JAK1 EC50(uM),0.316,55.73,3.191,3.1906,1,5,4.0,0.36364,Class D,21.3,1.0,,,2.5,358.44
CM-2089678,JAK1 EC50(uM),0.00243,55.21,1.299,1.298,1,5,3.0,0.375,Class D,44.0,165.0,,,22.3,282.34
CM-1288872,JAK1 EC50(uM),3.0,90.87,1.598,1.5983,2,6,3.0,0.07692,Class D,,,,,,288.32
CM-2120600,JAK1 EC50(uM),0.287,66.72,0.823,0.823,2,5,3.0,0.46667,Class D,20.8,441.0,,,9.8,268.31
CM-2071049,JAK1 EC50(uM),0.0091,55.21,1.853,1.8528,1,5,3.0,0.52941,Class D,42.7,103.0,,,45.3,298.38
CM-2012463,JAK1 EC50(uM),2.98,60.17,1.821,1.8206,1,5,3.0,0.46667,Class D,58.3,,,,5.12,303.38
CM-2012464,JAK1 EC50(uM),3.0,39.94,1.946,1.946,0,4,3.0,0.38462,Class D,60.1,607.0,,,2.5,259.33
CM-2055439,JAK1 EC50(uM),0.0823,68.1,0.641,0.6406,1,6,3.0,0.4375,Class D,51.5,630.0,,,2.5,295.34
CM-2069680,JAK1 EC50(uM),0.00965,55.21,2.081,2.0803,1,5,3.0,0.47368,Class D,32.9,87.0,,,172.0,322.4
CM-2055459,JAK1 EC50(uM),0.117,68.1,1.193,1.1931,1,6,3.0,0.58824,Class D,47.6,561.0,,,11.1,311.38
CM-2058369,JAK1 EC50(uM),0.0873,68.1,0.641,0.6406,1,6,3.0,0.4375,Class D,39.1,611.0,,,5.48,295.34
CM-2078788,JAK1 EC50(uM),1.18,75.94,0.22,0.2202,1,6,3.0,0.42857,Class D,0.589,543.0,,,21.8,269.3
CM-1412448,JAK1 EC50(uM),3.0,46.61,1.485,1.4853,0,4,0.0,0.84615,Class D,,,,,,239.31
CM-1281944,JAK1 EC50(uM),,132.72,4.062,4.0624,1,11,3.0,0.3913,Class D,,5.2,,,,503.57
CM-2125890,JAK1 EC50(uM),3.0,61.94,3.235,3.2352,0,6,3.0,0.5,Class D,9.28,190.0,,,29.5,356.49
CM-2020927,JAK1 EC50(uM),1.07,77.33,0.237,0.237,1,7,3.0,0.53333,Class D,40.9,554.0,,,8.15,299.33
CM-2125720,JAK1 EC50(uM),1.51,55.73,0.981,0.9807,1,5,3.0,0.33333,Class D,40.2,230.0,,,2.5,266.3
CM-2048726,JAK1 EC50(uM),0.734,75.94,-0.023,-0.0232,1,6,3.0,0.38462,Class D,,,,,,255.28
CM-2125723,JAK1 EC50(uM),0.729,55.73,2.477,2.4771,1,5,4.0,0.26316,Class D,37.5,12.0,,,2.5,318.37
CM-2089679,JAK1 EC50(uM),0.00639,63.05,0.901,0.9009,1,5,3.0,0.4,Class D,1.58,86.0,,,,268.31
CM-1148076,JAK1 EC50(uM),3.0,64.84,2.807,2.807,0,5,3.0,0.07692,Class D,,5.0,,,,352.21
CM-2000616,JAK1 EC50(uM),0.0243,83.96,1.653,1.6533,1,6,3.0,0.47059,Class D,20.9,492.0,,,2.5,342.42
CM-2194236,JAK1 EC50(uM),3.0,102.38,0.821,0.8213,1,8,4.0,0.35,Class D,,204.0,,,,409.46
CM-2064303,JAK1 EC50(uM),0.0419,68.1,1.085,1.0851,1,6,3.0,0.47059,Class D,49.7,607.0,,,4.33,309.37
CM-2215252,JAK1 EC50(uM),0.201,45.98,2.235,2.2346,1,4,3.0,0.5,Class D,22.8,12.1,,,25.5,300.79
CM-2129116,JAK1 EC50(uM),3.0,74.27,1.364,1.3249,2,6,2.0,0.57143,Class D,,623.0,,,2.5,276.33
CM-2023119,JAK1 EC50(uM),0.194,63.05,0.658,0.6576,1,5,3.0,0.35714,Class D,65.0,496.0,,,20.9,254.29
CM-2121302,JAK1 EC50(uM),0.281,55.73,3.191,3.1906,1,5,4.0,0.36364,Class D,22.3,1.0,,,2.5,358.44
CM-2121288,JAK1 EC50(uM),0.155,55.73,1.694,1.6942,1,5,3.0,0.44444,Class D,52.2,84.0,,,10.1,306.36
CM-2121301,JAK1 EC50(uM),0.287,55.73,2.346,2.3455,1,5,3.0,0.55556,Class D,25.5,44.0,,,12.5,310.39
CM-2065911,JAK1 EC50(uM),0.443,68.1,0.727,0.7275,1,6,3.0,0.53333,Class D,37.3,551.0,,,7.14,285.34
CM-2215231,JAK1 EC50(uM),0.11,66.21,-0.453,-0.4537,2,5,3.0,0.38462,Class D,44.4,303.0,,,2.5,240.26
CM-2064052,JAK1 EC50(uM),0.13,75.94,0.665,0.6648,1,6,3.0,0.46667,Class D,0.509,357.0,,,82.4,283.33
CM-2123019,JAK1 EC50(uM),0.0852,66.21,0.287,0.2858,2,5,3.0,0.46667,Class D,51.7,257.0,,,3.68,268.31
CM-2065287,JAK1 EC50(uM),0.531,79.09,0.084,0.0844,2,6,3.0,0.5,Class D,13.9,514.0,,,2.5,271.32
CM-2141357,JAK1 EC50(uM),3.0,55.21,2.654,2.6534,1,5,4.0,0.36364,Class D,40.5,4.0,,,5.2,358.44
CM-2065281,JAK1 EC50(uM),0.665,79.09,0.084,0.0844,2,6,3.0,0.5,Class D,11.7,561.0,,,5.52,271.32
CM-2065953,JAK1 EC50(uM),0.271,68.1,0.727,0.7275,1,6,3.0,0.53333,Class D,48.5,558.0,,,2.5,285.34
CM-2068115,JAK1 EC50(uM),0.0298,68.1,0.956,0.9556,1,6,3.0,0.47059,Class D,46.4,580.0,,,16.4,309.37
CM-2063680,JAK1 EC50(uM),0.122,63.05,0.815,0.8151,1,5,3.0,0.35714,Class D,34.1,534.0,,,15.9,254.29
CM-2210011,JAK1 EC50(uM),0.195,63.05,0.304,0.304,1,5,3.0,0.30769,Class D,44.8,303.0,,,12.6,240.26
CM-2120237,JAK1 EC50(uM),0.673,66.72,0.11,0.1095,2,5,3.0,0.33333,Class D,,135.0,,,2.5,228.25
CM-2120230,JAK1 EC50(uM),3.0,86.85,1.96,1.9599,0,7,4.0,0.28571,Class D,14.9,14.0,,,2.5,406.46
CM-2101258,JAK1 EC50(uM),0.0299,58.87,2.207,2.2074,1,5,3.0,0.4375,Class D,41.2,137.0,,,11.2,317.34
CM-1992511,JAK1 EC50(uM),0.953,30.19,2.772,2.7717,0,3,3.0,0.42857,Class D,56.3,141.0,,,10.4,257.35
CM-2069632,JAK1 EC50(uM),0.018,55.21,2.081,2.0803,1,5,3.0,0.47368,Class D,32.4,82.0,,,51.6,322.4
CM-2195000,JAK1 EC50(uM),3.0,55.76,-0.211,-0.2107,1,4,0.0,0.88889,Class D,,303.0,,,,186.21
CM-2207474,JAK1 EC50(uM),,73.81,1.475,1.475,1,7,3.0,0.57895,Class D,,77.4,,,,388.54
CM-2165667,JAK1 EC50(uM),,64.58,2.488,2.4874,1,6,3.0,0.6,Class D,,5.0,,,,384.55
CM-2204939,JAK1 EC50(uM),2.84,95.27,2.217,-0.6407,2,7,4.0,0.3913,Class D,,51.8,,,,435.54
CM-2136311,JAK1 EC50(uM),0.111,89.49,1.324,1.3242,1,7,4.0,0.33333,Class D,,,,,,408.47
CM-2063972,JAK1 EC50(uM),3.0,26.3,2.64,2.6402,0,2,0.0,0.9,Class D,,,,,,247.13
CM-2194239,JAK1 EC50(uM),3.0,77.47,1.916,1.9156,1,7,3.0,0.63158,Class D,,138.0,,,,385.54
CM-2207476,JAK1 EC50(uM),,108.44,1.44,1.4396,0,9,4.0,0.33333,Class D,,26.0,,,,437.47
CM-2207475,JAK1 EC50(uM),3.0,41.57,1.507,1.5069,1,3,2.0,0.0,Class D,,303.0,,,,216.01
CM-2194575,JAK1 EC50(uM),3.0,103.18,3.481,3.4809,1,8,3.0,0.27778,Class D,,19.1,,,,406.43
CM-2215245,JAK1 EC50(uM),3.0,70.64,3.053,3.0532,0,7,3.0,0.57143,Class D,,62.2,,,,412.56
CM-2118120,JAK1 EC50(uM),3.0,86.85,1.704,1.7038,0,7,4.0,0.16667,Class D,30.2,54.0,,,4.87,366.39
CM-2205081,JAK1 EC50(uM),3.0,64.84,2.95,2.9497,0,5,3.0,0.07692,Class D,,5.0,,,,370.2
CM-2003149,JAK1 EC50(uM),3.0,71.8,1.294,1.2936,0,6,3.0,0.52941,Class D,54.0,540.0,,,9.21,308.38
CM-370560,JAK1 EC50(uM),0.737,62.75,3.254,3.2544,1,5,5.0,0.16667,Class E,,,,,,378.43
CM-2031559,JAK1 EC50(uM),0.967,124.25,1.358,1.3571,2,11,5.0,0.26316,Class E,,,,,,402.41
CM-1791800,JAK1 EC50(uM),0.101,88.91,1.093,1.0549,1,7,2.0,0.5,Class E,16.6,514.0,,,6.37,312.37
CM-1960082,JAK1 EC50(uM),0.212,119.62,1.877,1.8007,1,10,4.0,0.38462,Class E,19.3,293.0,,,2.5,553.51
CM-974218,JAK1 EC50(uM),0.368,72.52,2.861,2.8614,3,5,4.0,0.05882,Class E,,6.3,0.855,18.8,,289.33
CM-2031690,JAK1 EC50(uM),0.00931,80.55,3.375,3.3737,2,7,4.0,0.14286,Class E,,,,,,389.43
CM-1960010,JAK1 EC50(uM),0.0098,101.91,4.9,4.9004,1,9,3.0,0.36667,Class E,,,,,,536.57
CM-972231,JAK1 EC50(uM),3.0,113.76,2.86,2.774,4,7,4.0,0.05263,Class E,,,,,,379.44
CM-962439,JAK1 EC50(uM),3.0,93.88,2.013,0.1526,3,7,2.0,0.2381,Class E,,,,,,379.41
CM-2031986,JAK1 EC50(uM),3.0,55.38,4.578,4.5779,0,6,2.0,0.45455,Class E,,,,,,384.42
CM-1973010,JAK1 EC50(uM),3.0,55.38,2.508,2.5081,0,6,2.0,0.42857,Class E,,,,,,370.4
CM-1791886,JAK1 EC50(uM),3.0,29.46,3.073,3.0727,1,2,0.0,0.86667,Class E,,,,,,236.35
CM-1966676,JAK1 EC50(uM),3.0,0.0,5.459,5.4585,0,0,0.0,1.0,Class E,,,,,,557.54
CM-949645,JAK1 EC50(uM),3.0,29.1,3.467,3.4666,1,2,2.0,0.13333,Class E,,13.5,,,,295.23
CM-1798989,JAK1 EC50(uM),3.0,71.06,6.385,6.3853,0,6,2.0,0.35714,Class E,,,,,,464.55
CM-1306868,JAK1 EC50(uM),0.418,49.22,1.205,-0.7806,1,5,3.0,0.52941,Class F,20.5,601.0,,,69.4,295.38
CM-1337497,JAK1 EC50(uM),0.994,64.44,-0.325,-0.3256,1,6,3.0,0.33333,Class F,10.6,26.8,,,4.79,244.25
CM-1337503,JAK1 EC50(uM),0.196,45.98,1.66,1.6595,1,4,3.0,0.46667,Class F,,,,,,252.31
CM-1307015,JAK1 EC50(uM),0.524,49.22,1.317,-1.4192,1,5,3.0,0.5,Class F,,624.0,,,22.5,283.37
CM-1327432,JAK1 EC50(uM),0.0485,66.21,0.923,0.922,2,5,3.0,0.46667,Class F,8.1,27.4,,,2.5,270.33
CM-1307298,JAK1 EC50(uM),1.77,49.22,2.167,-0.5423,1,5,3.0,0.57895,Class F,1.57,1060.0,,,115.0,323.44
CM-1306058,JAK1 EC50(uM),0.541,72.0,-0.073,-2.6866,3,5,3.0,0.38462,Class F,,20.2,,,2.5,241.29
CM-1336744,JAK1 EC50(uM),0.529,72.52,1.037,-1.7038,3,5,3.0,0.42857,Class F,3.12,32.3,,,4.02,255.32
CM-1159395,JAK1 EC50(uM),0.364,112.48,0.191,-0.6188,5,7,3.0,0.4375,Class F,1.42,,,,8.43,312.37
CM-1337492,JAK1 EC50(uM),0.218,45.98,2.282,2.2808,1,4,3.0,0.46667,Class F,17.1,19.7,,,35.4,254.33
CM-1336901,JAK1 EC50(uM),0.165,72.0,0.432,-2.455,3,5,3.0,0.42857,Class F,0.335,33.3,,,6.28,255.32
CM-1337800,JAK1 EC50(uM),0.0475,72.0,2.465,-0.2963,3,5,4.0,0.3,Class F,37.3,102.0,,,93.0,331.41
CM-1305969,JAK1 EC50(uM),0.0885,49.22,1.317,-1.4192,1,5,3.0,0.5,Class F,0.602,25.0,,,9.48,283.37
CM-1303294,JAK1 EC50(uM),0.088,72.0,0.501,-2.2425,3,5,3.0,0.42857,Class F,7.88,550.0,0.126,8.59,13.5,255.32
CM-1317897,JAK1 EC50(uM),0.0358,66.21,0.888,0.8876,2,5,3.0,0.46667,Class F,9.63,32.0,,,2.5,270.33
CM-1303897,JAK1 EC50(uM),0.306,49.22,1.085,1.0796,1,5,3.0,0.38462,Class F,18.8,36.4,,,16.6,241.29
CM-1314070,JAK1 EC50(uM),0.0971,66.21,0.608,0.607,2,5,3.0,0.42857,Class F,,,,,,256.3
CM-1306850,JAK1 EC50(uM),0.0329,58.01,1.889,1.8778,2,5,3.0,0.5,Class F,,51.0,,,7.22,337.34
CM-1356800,JAK1 EC50(uM),0.222,45.98,1.55,1.5491,1,4,3.0,0.38462,Class F,65.5,46.8,,,2.5,226.28
CM-1327435,JAK1 EC50(uM),0.103,66.21,0.923,0.922,2,5,3.0,0.46667,Class F,8.6,22.6,,,13.6,270.33
CM-1330619,JAK1 EC50(uM),0.0681,72.0,0.946,-1.7982,3,5,3.0,0.46667,Class F,1.45,26.5,,,9.11,269.34
CM-1321462,JAK1 EC50(uM),0.145,75.23,-0.554,-3.0448,3,6,3.0,0.38462,Class F,6.08,44.4,,,2.5,256.31
CM-1304520,JAK1 EC50(uM),0.147,72.0,0.816,-1.7983,3,5,3.0,0.46667,Class F,0.162,500.0,,,4.99,269.34
CM-1298468,JAK1 EC50(uM),3.0,84.88,0.271,-2.5862,3,6,3.0,0.53333,Class F,0.0,24.4,,,,282.34
CM-1315340,JAK1 EC50(uM),3.0,58.01,-0.025,-2.8012,2,5,3.0,0.42857,Class F,,31.2,,,2.5,253.3
CM-967214,JAK1 EC50(uM),3.0,106.21,3.439,3.3888,3,9,4.0,0.29167,Class F,5.51,0.985,,,,446.5
CM-1326477,JAK1 EC50(uM),3.0,70.83,1.524,-1.2636,3,5,2.0,0.53846,Class F,,29.3,,,,245.32
