GeneSymbol,Ensembl ID,EntrezGene,ae,thresholdset,gene_count,drug_count,ae_count,drugs_with_ae,bioactive_drugs
EGFR,ENSG00000146648,ENSG00000146648,Poor quality sleep,11,3175,4905,2381,356,21
EGFR,ENSG00000146648,ENSG00000146648,Serotonin syndrome,11,3175,4905,2381,285,21
EGFR,ENSG00000146648,ENSG00000146648,Second primary malignancy,11,3175,4905,2381,119,21
EGFR,ENSG00000146648,ENSG00000146648,Cheilitis,11,3175,4905,2381,66,151
EGFR,ENSG00000146648,ENSG00000146648,Autism spectrum disorder,11,3175,4905,2381,41,151
EGFR,ENSG00000146648,ENSG00000146648,Oral pain,11,3175,4905,2381,259,8
EGFR,ENSG00000146648,ENSG00000146648,Neutropenia,11,3175,4905,2381,1023,21
EGFR,ENSG00000146648,ENSG00000146648,Lacrimation increased,11,3175,4905,2381,357,21
EGFR,ENSG00000146648,ENSG00000146648,Foetal growth restriction,11,3175,4905,2381,237,21
EGFR,ENSG00000146648,ENSG00000146648,Platelet count abnormal,11,3175,4905,2381,53,151
EGFR,ENSG00000146648,ENSG00000146648,Treatment failure,11,3175,4905,2381,815,151
EGFR,ENSG00000146648,ENSG00000146648,Arrhythmia supraventricular,11,3175,4905,2381,28,151
EGFR,ENSG00000146648,ENSG00000146648,Scab,11,3175,4905,2381,83,21
EGFR,ENSG00000146648,ENSG00000146648,Fungal infection,11,3175,4905,2381,432,151
EGFR,ENSG00000146648,ENSG00000146648,Diffuse large B-cell lymphoma recurrent,11,3175,4905,2381,35,151
EGFR,ENSG00000146648,ENSG00000146648,Intervertebral disc protrusion,11,3175,4905,2381,236,21
EGFR,ENSG00000146648,ENSG00000146648,Stevens-Johnson syndrome,11,3175,4905,2381,777,151
EGFR,ENSG00000146648,ENSG00000146648,Recall phenomenon,11,3175,4905,2381,32,151
EGFR,ENSG00000146648,ENSG00000146648,Rash macular,11,3175,4905,2381,396,21
EGFR,ENSG00000146648,ENSG00000146648,Bradycardia,11,3175,4905,2381,975,21
EGFR,ENSG00000146648,ENSG00000146648,Hernia,11,3175,4905,2381,174,151
EGFR,ENSG00000146648,ENSG00000146648,Synovial cyst,11,3175,4905,2381,52,8
EGFR,ENSG00000146648,ENSG00000146648,Drug withdrawal syndrome,11,3175,4905,2381,264,21
EGFR,ENSG00000146648,ENSG00000146648,Neutrophil count abnormal,11,3175,4905,2381,38,151
EGFR,ENSG00000146648,ENSG00000146648,Cytomegalovirus syndrome,11,3175,4905,2381,32,8
EGFR,ENSG00000146648,ENSG00000146648,Haemothorax,11,3175,4905,2381,28,21
EGFR,ENSG00000146648,ENSG00000146648,Scratch,11,3175,4905,2381,66,151
EGFR,ENSG00000146648,ENSG00000146648,Sleep terror,11,3175,4905,2381,50,151
EGFR,ENSG00000146648,ENSG00000146648,Tongue discolouration,11,3175,4905,2381,56,8
EGFR,ENSG00000146648,ENSG00000146648,Metabolic encephalopathy,11,3175,4905,2381,48,151
EGFR,ENSG00000146648,ENSG00000146648,Blood creatinine abnormal,11,3175,4905,2381,29,151
EGFR,ENSG00000146648,ENSG00000146648,Muscle atrophy,11,3175,4905,2381,145,151
EGFR,ENSG00000146648,ENSG00000146648,Upper respiratory tract infection,11,3175,4905,2381,830,151
EGFR,ENSG00000146648,ENSG00000146648,Hypotension,11,3175,4905,2381,1754,151
EGFR,ENSG00000146648,ENSG00000146648,Blood iron decreased,11,3175,4905,2381,145,8
EGFR,ENSG00000146648,ENSG00000146648,Tendon disorder,11,3175,4905,2381,53,151
EGFR,ENSG00000146648,ENSG00000146648,Kidney infection,11,3175,4905,2381,202,21
EGFR,ENSG00000146648,ENSG00000146648,Blood sodium decreased,11,3175,4905,2381,320,151
EGFR,ENSG00000146648,ENSG00000146648,Hepatitis,11,3175,4905,2381,808,151
EGFR,ENSG00000146648,ENSG00000146648,Cachexia,11,3175,4905,2381,111,21
EGFR,ENSG00000146648,ENSG00000146648,Feeling hot,11,3175,4905,2381,742,21
EGFR,ENSG00000146648,ENSG00000146648,Gastrointestinal disorder,11,3175,4905,2381,910,21
EGFR,ENSG00000146648,ENSG00000146648,Sneezing,11,3175,4905,2381,290,151
EGFR,ENSG00000146648,ENSG00000146648,Hyperparathyroidism,11,3175,4905,2381,69,21
EGFR,ENSG00000146648,ENSG00000146648,Conjunctivitis,11,3175,4905,2381,498,21
EGFR,ENSG00000146648,ENSG00000146648,Hypothyroidism,11,3175,4905,2381,491,151
EGFR,ENSG00000146648,ENSG00000146648,Gait disturbance,11,3175,4905,2381,1106,21
EGFR,ENSG00000146648,ENSG00000146648,Cardiovascular disorder,11,3175,4905,2381,216,21
EGFR,ENSG00000146648,ENSG00000146648,Thrombocytopenia,11,3175,4905,2381,1327,151
EGFR,ENSG00000146648,ENSG00000146648,Sinus bradycardia,11,3175,4905,2381,219,21
EGFR,ENSG00000146648,ENSG00000146648,Therapy cessation,11,3175,4905,2381,457,8
EGFR,ENSG00000146648,ENSG00000146648,Skin reaction,11,3175,4905,2381,210,151
EGFR,ENSG00000146648,ENSG00000146648,Purpura,11,3175,4905,2381,406,21
EGFR,ENSG00000146648,ENSG00000146648,Metastases to peritoneum,11,3175,4905,2381,49,21
EGFR,ENSG00000146648,ENSG00000146648,Retinal detachment,11,3175,4905,2381,106,21
EGFR,ENSG00000146648,ENSG00000146648,Ageusia,11,3175,4905,2381,254,21
EGFR,ENSG00000146648,ENSG00000146648,Oropharyngeal candidiasis,11,3175,4905,2381,27,21
EGFR,ENSG00000146648,ENSG00000146648,Leukocytosis,11,3175,4905,2381,419,151
EGFR,ENSG00000146648,ENSG00000146648,Spinal stenosis,11,3175,4905,2381,73,21
EGFR,ENSG00000146648,ENSG00000146648,Sinus headache,11,3175,4905,2381,30,151
EGFR,ENSG00000146648,ENSG00000146648,Atrioventricular block complete,11,3175,4905,2381,129,151
EGFR,ENSG00000146648,ENSG00000146648,Abdominal distension,11,3175,4905,2381,1200,151
EGFR,ENSG00000146648,ENSG00000146648,Gastrointestinal infection,11,3175,4905,2381,99,8
EGFR,ENSG00000146648,ENSG00000146648,Diabetes mellitus,11,3175,4905,2381,791,21
EGFR,ENSG00000146648,ENSG00000146648,Oropharyngeal pain,11,3175,4905,2381,923,151
EGFR,ENSG00000146648,ENSG00000146648,Incorrect route of product administration,11,3175,4905,2381,402,8
EGFR,ENSG00000146648,ENSG00000146648,Product preparation error,11,3175,4905,2381,109,151
EGFR,ENSG00000146648,ENSG00000146648,Therapy interrupted,11,3175,4905,2381,263,21
EGFR,ENSG00000146648,ENSG00000146648,Injection site infection,11,3175,4905,2381,43,151
EGFR,ENSG00000146648,ENSG00000146648,Duodenal ulcer perforation,11,3175,4905,2381,93,8
EGFR,ENSG00000146648,ENSG00000146648,Chronic respiratory failure,11,3175,4905,2381,167,151
EGFR,ENSG00000146648,ENSG00000146648,Hypertension,11,3175,4905,2381,1635,21
EGFR,ENSG00000146648,ENSG00000146648,Electrocardiogram abnormal,11,3175,4905,2381,180,151
EGFR,ENSG00000146648,ENSG00000146648,Seizure,11,3175,4905,2381,1086,8
EGFR,ENSG00000146648,ENSG00000146648,Weight increased,11,3175,4905,2381,1184,8
EGFR,ENSG00000146648,ENSG00000146648,Blood creatine phosphokinase increased,11,3175,4905,2381,433,21
EGFR,ENSG00000146648,ENSG00000146648,Ammonia increased,11,3175,4905,2381,48,151
EGFR,ENSG00000146648,ENSG00000146648,Viral infection,11,3175,4905,2381,441,151
EGFR,ENSG00000146648,ENSG00000146648,Respiratory disorder,11,3175,4905,2381,524,8
EGFR,ENSG00000146648,ENSG00000146648,Liver function test increased,11,3175,4905,2381,410,21
EGFR,ENSG00000146648,ENSG00000146648,Nephrectomy,11,3175,4905,2381,34,21
EGFR,ENSG00000146648,ENSG00000146648,Gene mutation,11,3175,4905,2381,76,151
EGFR,ENSG00000146648,ENSG00000146648,Cholinergic syndrome,11,3175,4905,2381,295,151
EGFR,ENSG00000146648,ENSG00000146648,Tooth infection,11,3175,4905,2381,104,151
EGFR,ENSG00000146648,ENSG00000146648,Product administered to patient of inappropriate age,11,3175,4905,2381,83,151
EGFR,ENSG00000146648,ENSG00000146648,Psychomotor retardation,11,3175,4905,2381,83,151
EGFR,ENSG00000146648,ENSG00000146648,Cheilitis,11,3175,4905,2381,66,21
EGFR,ENSG00000146648,ENSG00000146648,Hypotonia,11,3175,4905,2381,204,151
EGFR,ENSG00000146648,ENSG00000146648,Thyroid disorder,11,3175,4905,2381,209,21
EGFR,ENSG00000146648,ENSG00000146648,Rectal prolapse,11,3175,4905,2381,28,21
EGFR,ENSG00000146648,ENSG00000146648,Neurotoxicity,11,3175,4905,2381,308,8
EGFR,ENSG00000146648,ENSG00000146648,Dyspnoea,11,3175,4905,2381,2085,8
EGFR,ENSG00000146648,ENSG00000146648,Abnormal dreams,11,3175,4905,2381,308,21
EGFR,ENSG00000146648,ENSG00000146648,Arthritis bacterial,11,3175,4905,2381,55,8
EGFR,ENSG00000146648,ENSG00000146648,Rash maculo-papular,11,3175,4905,2381,683,8
EGFR,ENSG00000146648,ENSG00000146648,Lower respiratory tract infection,11,3175,4905,2381,512,8
EGFR,ENSG00000146648,ENSG00000146648,Oropharyngeal pain,11,3175,4905,2381,923,8
EGFR,ENSG00000146648,ENSG00000146648,Thrombotic thrombocytopenic purpura,11,3175,4905,2381,104,21
EGFR,ENSG00000146648,ENSG00000146648,Breath sounds abnormal,11,3175,4905,2381,138,151
EGFR,ENSG00000146648,ENSG00000146648,Aspartate aminotransferase increased,11,3175,4905,2381,855,8
EGFR,ENSG00000146648,ENSG00000146648,Toxic skin eruption,11,3175,4905,2381,297,151
EGFR,ENSG00000146648,ENSG00000146648,Glossodynia,11,3175,4905,2381,197,21
EGFR,ENSG00000146648,ENSG00000146648,Cyst,11,3175,4905,2381,90,21
EGFR,ENSG00000146648,ENSG00000146648,Vasculitis,11,3175,4905,2381,352,8
EGFR,ENSG00000146648,ENSG00000146648,Head injury,11,3175,4905,2381,422,8
EGFR,ENSG00000146648,ENSG00000146648,Joint stiffness,11,3175,4905,2381,297,21
EGFR,ENSG00000146648,ENSG00000146648,Acute coronary syndrome,11,3175,4905,2381,163,151
EGFR,ENSG00000146648,ENSG00000146648,Somnambulism,11,3175,4905,2381,90,151
EGFR,ENSG00000146648,ENSG00000146648,C-reactive protein abnormal,11,3175,4905,2381,120,8
EGFR,ENSG00000146648,ENSG00000146648,Gastroenteritis viral,11,3175,4905,2381,190,8
EGFR,ENSG00000146648,ENSG00000146648,Sensitivity to weather change,11,3175,4905,2381,47,8
EGFR,ENSG00000146648,ENSG00000146648,Feeling cold,11,3175,4905,2381,477,151
EGFR,ENSG00000146648,ENSG00000146648,Corneal erosion,11,3175,4905,2381,34,21
EGFR,ENSG00000146648,ENSG00000146648,B-cell lymphoma,11,3175,4905,2381,43,8
EGFR,ENSG00000146648,ENSG00000146648,Wrong product administered,11,3175,4905,2381,143,151
EGFR,ENSG00000146648,ENSG00000146648,Gout,11,3175,4905,2381,286,151
EGFR,ENSG00000146648,ENSG00000146648,Rash erythematous,11,3175,4905,2381,615,151
EGFR,ENSG00000146648,ENSG00000146648,High density lipoprotein decreased,11,3175,4905,2381,36,151
EGFR,ENSG00000146648,ENSG00000146648,Nephrectomy,11,3175,4905,2381,34,151
EGFR,ENSG00000146648,ENSG00000146648,Tumour marker increased,11,3175,4905,2381,41,8
EGFR,ENSG00000146648,ENSG00000146648,Lupus vulgaris,11,3175,4905,2381,42,151
EGFR,ENSG00000146648,ENSG00000146648,Anal fissure,11,3175,4905,2381,25,151
EGFR,ENSG00000146648,ENSG00000146648,Nerve compression,11,3175,4905,2381,68,151
EGFR,ENSG00000146648,ENSG00000146648,Pulmonary congestion,11,3175,4905,2381,242,8
EGFR,ENSG00000146648,ENSG00000146648,Localised infection,11,3175,4905,2381,214,151
EGFR,ENSG00000146648,ENSG00000146648,Myocardial ischaemia,11,3175,4905,2381,242,21
EGFR,ENSG00000146648,ENSG00000146648,Leukaemia,11,3175,4905,2381,97,21
EGFR,ENSG00000146648,ENSG00000146648,Pneumocystis jirovecii infection,11,3175,4905,2381,35,151
EGFR,ENSG00000146648,ENSG00000146648,Bladder disorder,11,3175,4905,2381,101,151
EGFR,ENSG00000146648,ENSG00000146648,Myositis,11,3175,4905,2381,152,8
EGFR,ENSG00000146648,ENSG00000146648,Jaundice,11,3175,4905,2381,717,8
EGFR,ENSG00000146648,ENSG00000146648,Increased tendency to bruise,11,3175,4905,2381,63,151
EGFR,ENSG00000146648,ENSG00000146648,Angiopathy,11,3175,4905,2381,47,151
EGFR,ENSG00000146648,ENSG00000146648,Breast cancer metastatic,11,3175,4905,2381,47,8
EGFR,ENSG00000146648,ENSG00000146648,Toothache,11,3175,4905,2381,210,8
EGFR,ENSG00000146648,ENSG00000146648,Toxicity to various agents,11,3175,4905,2381,1079,151
EGFR,ENSG00000146648,ENSG00000146648,Disability,11,3175,4905,2381,206,8
EGFR,ENSG00000146648,ENSG00000146648,Multiple sclerosis,11,3175,4905,2381,118,151
EGFR,ENSG00000146648,ENSG00000146648,Ejection fraction decreased,11,3175,4905,2381,245,8
EGFR,ENSG00000146648,ENSG00000146648,Eye discharge,11,3175,4905,2381,76,151
EGFR,ENSG00000146648,ENSG00000146648,Rhinitis,11,3175,4905,2381,401,151
EGFR,ENSG00000146648,ENSG00000146648,Brain injury,11,3175,4905,2381,223,21
EGFR,ENSG00000146648,ENSG00000146648,Neuroleptic malignant syndrome,11,3175,4905,2381,181,21
EGFR,ENSG00000146648,ENSG00000146648,Retinal vascular thrombosis,11,3175,4905,2381,40,151
EGFR,ENSG00000146648,ENSG00000146648,Pemphigus,11,3175,4905,2381,148,151
EGFR,ENSG00000146648,ENSG00000146648,Drug ineffective for unapproved indication,11,3175,4905,2381,654,151
EGFR,ENSG00000146648,ENSG00000146648,Venoocclusive disease,11,3175,4905,2381,53,8
EGFR,ENSG00000146648,ENSG00000146648,Coronary artery disease,11,3175,4905,2381,289,151
EGFR,ENSG00000146648,ENSG00000146648,Foetal death,11,3175,4905,2381,165,151
EGFR,ENSG00000146648,ENSG00000146648,Fistula,11,3175,4905,2381,56,151
EGFR,ENSG00000146648,ENSG00000146648,Neoplasm malignant,11,3175,4905,2381,513,151
EGFR,ENSG00000146648,ENSG00000146648,Skin fissures,11,3175,4905,2381,95,21
EGFR,ENSG00000146648,ENSG00000146648,Ileus paralytic,11,3175,4905,2381,115,8
EGFR,ENSG00000146648,ENSG00000146648,Vulvovaginal discomfort,11,3175,4905,2381,32,21
EGFR,ENSG00000146648,ENSG00000146648,Febrile bone marrow aplasia,11,3175,4905,2381,106,8
EGFR,ENSG00000146648,ENSG00000146648,Quality of life decreased,11,3175,4905,2381,180,151
EGFR,ENSG00000146648,ENSG00000146648,Aneurysm,11,3175,4905,2381,36,151
EGFR,ENSG00000146648,ENSG00000146648,Neuralgia,11,3175,4905,2381,450,8
EGFR,ENSG00000146648,ENSG00000146648,Wound,11,3175,4905,2381,361,151
EGFR,ENSG00000146648,ENSG00000146648,Optic neuritis,11,3175,4905,2381,131,21
EGFR,ENSG00000146648,ENSG00000146648,Hostility,11,3175,4905,2381,87,151
EGFR,ENSG00000146648,ENSG00000146648,Staphylococcal infection,11,3175,4905,2381,450,21
EGFR,ENSG00000146648,ENSG00000146648,Nausea,11,3175,4905,2381,2457,8
EGFR,ENSG00000146648,ENSG00000146648,Herpes simplex,11,3175,4905,2381,130,151
EGFR,ENSG00000146648,ENSG00000146648,Application site vesicles,11,3175,4905,2381,38,151
EGFR,ENSG00000146648,ENSG00000146648,Chronic graft versus host disease,11,3175,4905,2381,58,8
EGFR,ENSG00000146648,ENSG00000146648,Infusion related reaction,11,3175,4905,2381,449,21
EGFR,ENSG00000146648,ENSG00000146648,Skin fissures,11,3175,4905,2381,95,151
EGFR,ENSG00000146648,ENSG00000146648,Polyarthritis,11,3175,4905,2381,67,8
EGFR,ENSG00000146648,ENSG00000146648,Klebsiella sepsis,11,3175,4905,2381,45,151
EGFR,ENSG00000146648,ENSG00000146648,Brain injury,11,3175,4905,2381,223,151
EGFR,ENSG00000146648,ENSG00000146648,COVID-19,11,3175,4905,2381,816,8
EGFR,ENSG00000146648,ENSG00000146648,Central nervous system lesion,11,3175,4905,2381,138,21
EGFR,ENSG00000146648,ENSG00000146648,Blood creatinine increased,11,3175,4905,2381,825,21
EGFR,ENSG00000146648,ENSG00000146648,Musculoskeletal disorder,11,3175,4905,2381,136,8
EGFR,ENSG00000146648,ENSG00000146648,Prostatic disorder,11,3175,4905,2381,24,21
EGFR,ENSG00000146648,ENSG00000146648,Gastric ulcer,11,3175,4905,2381,305,21
EGFR,ENSG00000146648,ENSG00000146648,Hyperpyrexia,11,3175,4905,2381,64,151
EGFR,ENSG00000146648,ENSG00000146648,Jugular vein thrombosis,11,3175,4905,2381,30,151
EGFR,ENSG00000146648,ENSG00000146648,Immune reconstitution inflammatory syndrome associated tuberculosis,11,3175,4905,2381,25,151
EGFR,ENSG00000146648,ENSG00000146648,Deep vein thrombosis postoperative,11,3175,4905,2381,55,151
EGFR,ENSG00000146648,ENSG00000146648,Ascites,11,3175,4905,2381,547,21
EGFR,ENSG00000146648,ENSG00000146648,Cold sweat,11,3175,4905,2381,247,21
EGFR,ENSG00000146648,ENSG00000146648,Stevens-Johnson syndrome,11,3175,4905,2381,777,8
EGFR,ENSG00000146648,ENSG00000146648,Bursitis,11,3175,4905,2381,180,151
EGFR,ENSG00000146648,ENSG00000146648,Serum ferritin increased,11,3175,4905,2381,55,21
EGFR,ENSG00000146648,ENSG00000146648,Oligohydramnios,11,3175,4905,2381,106,151
EGFR,ENSG00000146648,ENSG00000146648,Nonspecific reaction,11,3175,4905,2381,26,151
EGFR,ENSG00000146648,ENSG00000146648,Pneumothorax,11,3175,4905,2381,312,21
EGFR,ENSG00000146648,ENSG00000146648,Oral pain,11,3175,4905,2381,259,21
EGFR,ENSG00000146648,ENSG00000146648,Treatment failure,11,3175,4905,2381,815,8
EGFR,ENSG00000146648,ENSG00000146648,Limb injury,11,3175,4905,2381,325,8
EGFR,ENSG00000146648,ENSG00000146648,Arterial occlusive disease,11,3175,4905,2381,70,151
EGFR,ENSG00000146648,ENSG00000146648,Product administered at inappropriate site,11,3175,4905,2381,61,151
EGFR,ENSG00000146648,ENSG00000146648,Coagulopathy,11,3175,4905,2381,292,151
EGFR,ENSG00000146648,ENSG00000146648,Product monitoring error,11,3175,4905,2381,55,151
EGFR,ENSG00000146648,ENSG00000146648,Bladder disorder,11,3175,4905,2381,101,21
EGFR,ENSG00000146648,ENSG00000146648,Wrist fracture,11,3175,4905,2381,89,151
EGFR,ENSG00000146648,ENSG00000146648,Suicidal ideation,11,3175,4905,2381,679,21
EGFR,ENSG00000146648,ENSG00000146648,Recall phenomenon,11,3175,4905,2381,32,8
EGFR,ENSG00000146648,ENSG00000146648,Impaired healing,11,3175,4905,2381,348,151
EGFR,ENSG00000146648,ENSG00000146648,Amylase increased,11,3175,4905,2381,130,151
EGFR,ENSG00000146648,ENSG00000146648,Metastases to lung,11,3175,4905,2381,141,151
EGFR,ENSG00000146648,ENSG00000146648,Pneumonitis,11,3175,4905,2381,312,151
EGFR,ENSG00000146648,ENSG00000146648,Balance disorder,11,3175,4905,2381,829,21
EGFR,ENSG00000146648,ENSG00000146648,Application site pain,11,3175,4905,2381,128,151
EGFR,ENSG00000146648,ENSG00000146648,Aspartate aminotransferase increased,11,3175,4905,2381,855,151
EGFR,ENSG00000146648,ENSG00000146648,Paralysis,11,3175,4905,2381,250,151
EGFR,ENSG00000146648,ENSG00000146648,Hepatitis C,11,3175,4905,2381,133,151
EGFR,ENSG00000146648,ENSG00000146648,Polyp,11,3175,4905,2381,71,151
EGFR,ENSG00000146648,ENSG00000146648,Hair colour changes,11,3175,4905,2381,36,151
EGFR,ENSG00000146648,ENSG00000146648,Staphylococcal sepsis,11,3175,4905,2381,110,151
EGFR,ENSG00000146648,ENSG00000146648,Dysphagia,11,3175,4905,2381,1060,8
EGFR,ENSG00000146648,ENSG00000146648,Corneal oedema,11,3175,4905,2381,74,151
EGFR,ENSG00000146648,ENSG00000146648,Blood cholesterol increased,11,3175,4905,2381,525,8
EGFR,ENSG00000146648,ENSG00000146648,Lichenoid keratosis,11,3175,4905,2381,47,151
EGFR,ENSG00000146648,ENSG00000146648,Onychomycosis,11,3175,4905,2381,52,8
EGFR,ENSG00000146648,ENSG00000146648,Blindness unilateral,11,3175,4905,2381,85,151
EGFR,ENSG00000146648,ENSG00000146648,Hypercholesterolaemia,11,3175,4905,2381,352,8
EGFR,ENSG00000146648,ENSG00000146648,Hepatic cytolysis,11,3175,4905,2381,256,21
EGFR,ENSG00000146648,ENSG00000146648,Anxiety,11,3175,4905,2381,1579,151
EGFR,ENSG00000146648,ENSG00000146648,Infection,11,3175,4905,2381,1085,151
EGFR,ENSG00000146648,ENSG00000146648,Hepatic enzyme abnormal,11,3175,4905,2381,56,151
EGFR,ENSG00000146648,ENSG00000146648,Joint stiffness,11,3175,4905,2381,297,151
EGFR,ENSG00000146648,ENSG00000146648,Dry throat,11,3175,4905,2381,240,151
EGFR,ENSG00000146648,ENSG00000146648,Posterior reversible encephalopathy syndrome,11,3175,4905,2381,213,21
EGFR,ENSG00000146648,ENSG00000146648,Large intestine perforation,11,3175,4905,2381,103,8
EGFR,ENSG00000146648,ENSG00000146648,Limb discomfort,11,3175,4905,2381,455,151
EGFR,ENSG00000146648,ENSG00000146648,Fibrin D dimer increased,11,3175,4905,2381,40,151
EGFR,ENSG00000146648,ENSG00000146648,Leukopenia,11,3175,4905,2381,1026,8
EGFR,ENSG00000146648,ENSG00000146648,Cutaneous symptom,11,3175,4905,2381,29,21
EGFR,ENSG00000146648,ENSG00000146648,Focal segmental glomerulosclerosis,11,3175,4905,2381,30,151
EGFR,ENSG00000146648,ENSG00000146648,Proctalgia,11,3175,4905,2381,89,151
EGFR,ENSG00000146648,ENSG00000146648,Panniculitis,11,3175,4905,2381,52,151
EGFR,ENSG00000146648,ENSG00000146648,Coagulopathy,11,3175,4905,2381,292,8
EGFR,ENSG00000146648,ENSG00000146648,Osteomyelitis,11,3175,4905,2381,207,151
EGFR,ENSG00000146648,ENSG00000146648,Blood cholesterol increased,11,3175,4905,2381,525,151
EGFR,ENSG00000146648,ENSG00000146648,Gastric disorder,11,3175,4905,2381,468,21
EGFR,ENSG00000146648,ENSG00000146648,Obesity,11,3175,4905,2381,313,8
EGFR,ENSG00000146648,ENSG00000146648,Hypotension,11,3175,4905,2381,1754,21
EGFR,ENSG00000146648,ENSG00000146648,Rectal haemorrhage,11,3175,4905,2381,550,21
EGFR,ENSG00000146648,ENSG00000146648,Product substitution issue,11,3175,4905,2381,379,151
EGFR,ENSG00000146648,ENSG00000146648,White blood cell count increased,11,3175,4905,2381,533,151
EGFR,ENSG00000146648,ENSG00000146648,Onycholysis,11,3175,4905,2381,27,151
EGFR,ENSG00000146648,ENSG00000146648,Adrenal insufficiency,11,3175,4905,2381,305,151
EGFR,ENSG00000146648,ENSG00000146648,Wrong technique in product usage process,11,3175,4905,2381,776,8
EGFR,ENSG00000146648,ENSG00000146648,Muscle contracture,11,3175,4905,2381,26,21
EGFR,ENSG00000146648,ENSG00000146648,Spinal cord compression,11,3175,4905,2381,49,151
EGFR,ENSG00000146648,ENSG00000146648,Lymphadenopathy,11,3175,4905,2381,583,8
EGFR,ENSG00000146648,ENSG00000146648,Viral load increased,11,3175,4905,2381,66,151
EGFR,ENSG00000146648,ENSG00000146648,Pelvic fracture,11,3175,4905,2381,62,151
EGFR,ENSG00000146648,ENSG00000146648,Wound infection,11,3175,4905,2381,122,8
EGFR,ENSG00000146648,ENSG00000146648,Cyst,11,3175,4905,2381,90,8
EGFR,ENSG00000146648,ENSG00000146648,Pruritus,11,3175,4905,2381,2079,151
EGFR,ENSG00000146648,ENSG00000146648,Odynophagia,11,3175,4905,2381,95,8
EGFR,ENSG00000146648,ENSG00000146648,Therapeutic product effect incomplete,11,3175,4905,2381,759,21
EGFR,ENSG00000146648,ENSG00000146648,Respiratory tract infection,11,3175,4905,2381,384,151
EGFR,ENSG00000146648,ENSG00000146648,Renal artery stenosis,11,3175,4905,2381,41,151
EGFR,ENSG00000146648,ENSG00000146648,Fungal skin infection,11,3175,4905,2381,45,151
EGFR,ENSG00000146648,ENSG00000146648,Ovarian cyst,11,3175,4905,2381,100,151
EGFR,ENSG00000146648,ENSG00000146648,Myelodysplastic syndrome,11,3175,4905,2381,191,21
EGFR,ENSG00000146648,ENSG00000146648,Insomnia,11,3175,4905,2381,1647,151
EGFR,ENSG00000146648,ENSG00000146648,Eye irritation,11,3175,4905,2381,381,21
EGFR,ENSG00000146648,ENSG00000146648,Spinal compression fracture,11,3175,4905,2381,78,8
EGFR,ENSG00000146648,ENSG00000146648,Red blood cell sedimentation rate,11,3175,4905,2381,26,8
EGFR,ENSG00000146648,ENSG00000146648,Discomfort,11,3175,4905,2381,712,21
EGFR,ENSG00000146648,ENSG00000146648,Helicobacter infection,11,3175,4905,2381,133,8
EGFR,ENSG00000146648,ENSG00000146648,Middle insomnia,11,3175,4905,2381,210,151
EGFR,ENSG00000146648,ENSG00000146648,Respiratory tract infection,11,3175,4905,2381,384,21
EGFR,ENSG00000146648,ENSG00000146648,Viral haemorrhagic cystitis,11,3175,4905,2381,28,151
EGFR,ENSG00000146648,ENSG00000146648,Hepatomegaly,11,3175,4905,2381,227,8
EGFR,ENSG00000146648,ENSG00000146648,Protein total decreased,11,3175,4905,2381,29,151
EGFR,ENSG00000146648,ENSG00000146648,Gallbladder disorder,11,3175,4905,2381,110,151
EGFR,ENSG00000146648,ENSG00000146648,Ear infection,11,3175,4905,2381,262,151
EGFR,ENSG00000146648,ENSG00000146648,Lacrimation increased,11,3175,4905,2381,357,151
EGFR,ENSG00000146648,ENSG00000146648,Peyronie's disease,11,3175,4905,2381,31,151
EGFR,ENSG00000146648,ENSG00000146648,Metastases to spine,11,3175,4905,2381,51,8
EGFR,ENSG00000146648,ENSG00000146648,Angiopathy,11,3175,4905,2381,47,21
EGFR,ENSG00000146648,ENSG00000146648,Breast pain,11,3175,4905,2381,183,8
EGFR,ENSG00000146648,ENSG00000146648,Haemoglobin decreased,11,3175,4905,2381,771,21
EGFR,ENSG00000146648,ENSG00000146648,Nerve compression,11,3175,4905,2381,68,21
EGFR,ENSG00000146648,ENSG00000146648,Papule,11,3175,4905,2381,112,21
EGFR,ENSG00000146648,ENSG00000146648,Hip fracture,11,3175,4905,2381,304,21
EGFR,ENSG00000146648,ENSG00000146648,Muscle spasms,11,3175,4905,2381,1284,8
EGFR,ENSG00000146648,ENSG00000146648,Irritability,11,3175,4905,2381,804,8
EGFR,ENSG00000146648,ENSG00000146648,Tubulointerstitial nephritis,11,3175,4905,2381,410,21
EGFR,ENSG00000146648,ENSG00000146648,Nephrolithiasis,11,3175,4905,2381,568,21
EGFR,ENSG00000146648,ENSG00000146648,Diarrhoea haemorrhagic,11,3175,4905,2381,104,151
EGFR,ENSG00000146648,ENSG00000146648,Blood pressure increased,11,3175,4905,2381,1045,21
EGFR,ENSG00000146648,ENSG00000146648,Crepitations,11,3175,4905,2381,92,8
EGFR,ENSG00000146648,ENSG00000146648,Skin exfoliation,11,3175,4905,2381,661,21
EGFR,ENSG00000146648,ENSG00000146648,Feeling jittery,11,3175,4905,2381,229,8
EGFR,ENSG00000146648,ENSG00000146648,Toxic epidermal necrolysis,11,3175,4905,2381,721,21
EGFR,ENSG00000146648,ENSG00000146648,Skin warm,11,3175,4905,2381,53,151
EGFR,ENSG00000146648,ENSG00000146648,Gastroenteritis,11,3175,4905,2381,417,151
